NMR_file,2-Piperidinone,3-Phenylpropionate,4-Hydroxyphenylacetate,4-Aminobenzoate,5-Aminopentanoate,Acetate,Alanine,Benzoate,Butyrate,Desaminotyrosine,Dimethylamine,Ethanol,Formate,Fumarate,Glutamate,Glycine,Glycolate,Histidine,Hypoxanthine,Indole,Isobutyrate,Isoleucine,Isovalerate,Aspartate,Lactate,Leucine,Malonate,Methanol,Methionine,Methylamine,Nicotinate,Phenylacetate,Phenylalanine,Propionate,Propanol,Pyroglutamate,Succinate,Tartrate,Threonine,Thymine,Trimethylamine,Tyrosine,Uracil,Valerate,Valine,p-Cresol,Beta-Alanine
SR_2020-10-07_ex70_p1.cnx,0,0.2235,0.0065,0.0547,0.0837,86.3181,0.3109,0.0106,9.8103,0.0201,0,19.784,0.0128,1.00E-04,0.0194,0.0357,0.1716,0.0173,0,0.0233,1.25,0.0889,0.845,0,0,0.1713,0.1616,1.5218,0,0.0284,0,0.0433,0.0574,39.7237,7.5749,0.0451,0.0028,0.0448,0,0.0422,0.8584,0.0666,0.2908,2.6542,0.0921,0,0.0176
SR_2020-10-07_ex81_p1.cnx,0,0.2305,0.0078,0.0594,0.093,88.1608,0.3431,0.012,9.893,0.0213,0,20.1564,0.0116,1.00E-04,0.0185,0.052,0.1839,0.0193,0,0.0228,1.287,0.0945,0.8868,0,0,0.1888,0.1801,1.5208,0,0.0299,0,0.0453,0.0636,39.6276,7.4703,0.0473,0.0034,0.0468,0,0.0423,0.8817,0.0702,0.2881,2.762,0.0934,0,0.0189
SR_2020-10-07_ex91_p1.cnx,0,0.2512,0.0077,0.0554,0.085,88.3738,0.2993,0.0104,10.195,0.0184,0,20.9219,0.0102,1.00E-04,0.03,0.0411,0.17,0.0199,0,0.0176,1.2879,0.093,0.8676,0.0208,0,0.1971,0.1916,1.6108,0,0.0377,0,0.0423,0.0553,40.7451,7.8284,0.0248,0.0051,0.0333,0,0.0437,0.8642,0.0672,0.2604,3.0702,0.0832,0,0.013
SR_20201204_ex19_p1.cnx,0.0035,0,0.0225,0.0258,0.048,55.8298,0.0436,0.0853,9.0562,0.002,0,6.2638,0.0156,0,0.015,0.012,0.1897,0,0,0.0359,0.9,0,0.722,0,0.0035,0,0.009,0.023,0.0023,0.0444,0,0.1995,0,15.1465,2.4031,0,0.0011,0,0,0,0.4065,0.0042,0.0104,3.2098,0,0.0348,0.0049
SR_20201204_ex20_p1.cnx,0.0058,0,0.0148,0.0292,0.0521,68.6931,0.05,0.089,10.6976,7.00E-04,0,6.4383,0.0122,0,0.0192,0.0107,0.2029,0,0,0.0343,1.1106,0,0.8087,0,0.0033,0,0.0102,0.0226,0.003,0.0502,0,0.1933,0,19.2397,2.5257,0,8.00E-04,0,0,0.0057,0.4379,0.0061,0.0082,3.0782,0,0.0401,0.005
SR_20201204_ex21_p1.cnx,0.0065,0,0.0106,0.029,0.0581,67.9033,0.0514,0.0895,10.2321,0,0,6.4987,0.0085,0,0.0215,0.013,0.2055,0,0,0.0264,1.0314,0,0.7703,0,0.004,0,0.0097,0.0213,0,0.0466,0,0.1979,0,18.5703,2.5765,0,0.001,0,0,0,0.4282,0.0028,0.0114,3.3247,0,0.0436,0.0047
SR_20201204_ex22_p1.cnx,0.0055,0,0.0431,0.0282,0.054,64.7554,0.1159,0.09,9.9932,0.0019,0,8.7662,0.0181,0,0.0279,0.0146,0.1995,0,0,0.0272,1.0728,0,0.7011,0,0,0,0.0129,0.0388,0,0.0368,0,0.1925,0,18.7917,3.2755,0,0.0011,0,0,0.0176,0.4288,0.005,0.0093,3.3508,0,0.0312,0
SR_20201204_ex23_p1.cnx,0.0071,0,0.0333,0.0248,0.0541,63.4773,0.1102,0.0923,9.8162,0.0012,0,8.4145,0.0089,0,0.0195,0.013,0.1943,0.0029,0,0.0276,1.0314,0,0.6508,0,0,0,0.0116,0.0297,0,0.0297,0,0.1767,0,18.6135,3.114,0,0.0012,0,0,0.018,0.4129,0.0032,0.0075,3.1849,0,0.0324,0.0039
SR_20201204_ex24_p1.cnx,0.0043,0,0.03,0.027,0.048,65.4398,0.11,0.094,10.0194,0.0011,0,8.356,0.0104,0,0.0209,0.014,0.1976,0.0042,0,0.0234,1.0558,0,0.7037,0,0,0,0.0127,0.0282,0.0028,0.0337,0,0.1914,0,19.3141,3.1084,0,0.0011,0,0,0.0176,0.4193,0.0052,0.0081,3.1817,0,0.0286,0
SR_20201204_ex25_p1.cnx,0,0,0.0244,0.0283,0.1445,92.1946,0.3849,0.1096,12.5325,0.0031,0,13.2247,0.0107,0,0.1697,0.0344,0.1741,0.0135,0.005,0.0115,1.0327,0.0698,0.6974,0,0.012,0.1374,0.1201,0.1507,0.0031,0,0,0.1462,0.0482,24.1574,5.2106,0,0.0018,0.0033,0.0115,0.027,0.9021,0.0514,0.2571,3.4613,0.1021,0.0066,0.0089
SR_20201204_ex26_p1.cnx,0,0,0.0274,0.0318,0.1266,96.6795,0.4108,0.1345,13.7046,0.0028,0,13.4813,0.0097,0,0.2107,0.0121,0.1689,0.0148,0.0058,0,1.0287,0.0632,0.6991,0,0.0137,0.1595,0.1297,0.1208,0.0044,0.022,0,0.1816,0.0511,27.1276,5.0689,0,0.0019,0.0057,0.0142,0.0332,0.9531,0.0508,0.2315,3.4661,0.0893,0.0071,0.0093
SR_20201204_ex27_p1.cnx,0,0,0.029,0.0298,0.1155,102.7212,0.4179,0.1211,14.4767,0.0032,0,14.1074,0.0064,0,0.2067,0.0241,0.1806,0.0142,0.0087,0,1.0142,0.0501,0.7588,0,0.0133,0.1498,0.1172,0.1158,0.0057,0.0184,0,0.1876,0.047,29.2861,5.9276,0,0.0011,0.0058,0,0.0323,1.0138,0.042,0.2264,3.6206,0.0593,0.0062,0.0083
SR_20201209_ex19_p1.cnx,0.3423,0,0.0884,0.0263,0.5076,47.8869,0.0482,0.1214,9.5856,0.0031,0,11.6247,0.0691,0.001,0.0368,0.0229,0.2082,0,0.0084,0.0234,0.9632,0,0.6722,0.0138,0,0,0.0112,1.1621,0.0042,0.0531,0,0.1934,0.006,21.0157,1.0192,0.0187,0.002,0.0069,0,0.0061,0.4074,0.0057,0.0267,0.5815,0,0,0.0031
SR_20201209_ex20_p1.cnx,0.3409,0,0.0814,0.0281,0.5141,43.5456,0.0486,0.1219,8.9092,0.0032,0,11.8419,0.043,0.0016,0.0331,0.0186,0.2115,0,0.0075,0.0191,0.9007,0,0.638,0.0178,0,0,0.0113,1.2058,0.0047,0.0554,0,0.1812,0.0064,18.4071,1.0708,0.0154,0.0024,0.0073,0,0.0068,0.4005,0.0054,0.0255,0.588,0,0,0.0026
SR_20201209_ex21_p1.cnx,0.3461,0,0.0677,0.0278,0.5035,47.8507,0.0421,0.1272,9.6156,0.0032,0,11.278,0.0513,0.0016,0.0499,0.0188,0.2073,0,0.0069,0.019,0.9954,0,0.6178,0.0173,0,0,0.0095,1.1876,0.0045,0.0537,0,0.1617,0.0044,20.728,1.0141,0.0183,0.002,0.0074,0,0,0.4058,0.0026,0.0198,0.6134,0,0,0.0037
SR_20201209_ex22_p1.cnx,0.3322,0,0.0605,0.0328,0.504,49.8035,0.0632,0.1333,10.3085,0.0022,0,12.8139,0.046,9.00E-04,0.0332,0.0148,0.2195,0,0.009,0.0181,1.035,0,0.6165,0.0064,0,0,0.0123,1.2384,0.012,0.0423,0,0.1518,0.0153,23.0244,1.9185,0.0224,0.0023,0.0077,0,0.0108,0.3903,0.0199,0.0332,0.6492,0,0,0.0063
SR_20201209_ex23_p1.cnx,0.3212,0,0.0592,0.0314,0.5008,51.2293,0.052,0.1277,10.2319,0.0015,0,12.5928,0.0409,0.0018,0.0221,0.0211,0.2262,0,0.0073,0.0165,0.9743,0,0.6049,0.0179,0,0,0.0105,1.2578,0.008,0.0403,0,0.1546,0.0109,23.6149,2.0509,0.0283,0.0032,0.0068,0.016,0.0057,0.4063,0.0125,0.0236,0.6024,0,0,0.0024
SR_20201209_ex24_p1.cnx,0.3187,0,0.0557,0.0299,0.4638,48.6147,0.052,0.1269,9.8973,0.0015,0,12.7558,0.0453,0.0011,0.0199,0.0192,0.2213,0,0.0054,0.0128,0.9474,0,0.5802,0.0148,0,0,0.0125,1.2432,0.0052,0.039,0,0.1513,0.0079,22.8433,2.1675,0.0109,0.003,0.0065,0.0156,0.0057,0.4072,0.0082,0.0207,0.6202,0,0,0.003
SR_20201209_ex26_p1.cnx,0.2618,0,0.0109,0.0285,0.5508,56.3533,0.3414,0.1487,15.0168,0.0018,0,21.4082,0.1157,0,0.1341,0.0206,0.1779,0.0226,0.007,0,0.9192,0.1038,0.5027,0.017,0.0229,0.2089,0.1431,1.3011,0.0458,0.0227,0,0.0952,0.0635,26.8866,5.2415,0.0198,0.0023,0.0057,0.0287,0.0182,0.9077,0.0701,0.2001,0.7751,0.1016,0,0.0127
SR_20201209_ex27_p1.cnx,0.2634,0,0.0098,0.0277,0.5787,60.7222,0.3491,0.151,15.6368,0.0023,0,22.4431,0.1305,0,0.119,0.0197,0.1831,0.019,0.0061,0,0.9827,0.0916,0.484,0.0136,0.0227,0.2135,0.1446,1.3497,0.0446,0.0301,0.008,0.0883,0.052,29.0171,5.3894,0.0217,9.00E-04,0.007,0.0293,0.0166,0.9726,0.0658,0.2292,0.7722,0.0765,0,0.0148
SR_20201209_ex1025_p1.cnx,0.2523,0,0.0084,0.0269,0.5154,55.0311,0.3208,0.1327,15.1297,0.0016,0,20.8528,0.164,0,0.1413,0.0209,0.1796,0.0201,0.0056,0,0.8712,0.0985,0.4463,0,0.0229,0.205,0.136,1.2349,0.0535,0.0262,0.0071,0.0986,0.0617,25.8495,4.9462,0.0306,0.0017,0.006,0,0.011,0.8305,0.074,0.1207,0.7268,0.0957,0,0.0266
SR_20201216_ex19_p1.cnx,0.2468,0,0.0072,0.0291,0.6313,57.7089,0.0464,0.0938,15.6652,0.0044,0.0041,3.0296,0.0128,0,0.0081,0.0261,0.1549,0,0.0039,0.0473,1.1442,0,0.7569,0,0,0.0723,0.0156,0.1517,0,0.0223,0,0.2535,0,20.5296,2.3705,0.0399,0.0047,0.0288,0,0.0219,0.444,0.0056,0.0142,0.9123,0,0.0648,0.0032
SR_20201216_ex20_p1.cnx,0.2587,0,0.0068,0.0292,0.651,57.9166,0.0432,0.0998,15.4697,0.0046,0.005,3.3591,0.0193,0,0.0202,0.025,0.1424,0,0.0041,0.0504,1.1366,0,0.7316,0,0,0.0841,0.0121,0.1514,0,0.0221,0,0.2449,0,20.667,2.3721,0.0428,0.0026,0.029,0,0.0204,0.4334,0.0077,0.0148,0.958,0,0.0625,0.0031
SR_20201216_ex21_p1.cnx,0.2573,0,0.0057,0.0287,0.6448,59.1773,0.0429,0.1025,15.5955,0.0039,0.0036,3.446,0.0164,0,0.0151,0.0254,0.1499,0,0.0036,0.045,1.1515,0,0.7241,0,0,0.0787,0.0137,0.1517,0,0.0179,0,0.2387,0,21.1997,2.3215,0.0429,0.0016,0.0264,0,0.0171,0.4289,0.0037,0.0125,0.9779,0,0.0633,0.0032
SR_20201216_ex22_p1.cnx,0.3282,0,0.0038,0.0384,0.6745,54.6077,0.0495,0.0867,16.0985,0.005,0.0129,2.0451,0.031,0,0.0172,0.0278,0.1899,0,0.0033,0.0451,1.135,0,0.8267,0,0,0.0604,0.0106,0.1072,0,0.0329,0,0.271,0,18.3782,1.9844,0.0508,6.00E-04,0.0298,0,0.0096,0.4642,0.0057,0.0104,0.9385,0,0.0686,0.0063
SR_20201216_ex23_p1.cnx,0.2773,0,0.0034,0.0417,0.5965,53.5721,0.0499,0.0878,15.1333,0.0043,0.0155,2.2248,0.0307,0,0.0169,0.0267,0.184,0,0.002,0.0466,1.0664,0,0.7856,0,0,0.0571,0.012,0.1007,0,0.0356,0,0.2514,0,19.553,1.879,0.0407,0.0016,0.0319,0,0.0076,0.4416,0.0033,0.0142,0.9303,0,0.0708,0.0059
SR_20201216_ex24_p1.cnx,0.306,0,0.0045,0.0337,0.5984,51.3297,0.0322,0.0976,14.0845,0.0037,0.0147,2.4399,0.0296,0,0.0165,0.0395,0.1882,0,0.003,0.0541,1.0104,0,0.7034,0,0,0.0847,0.0125,0.1008,0.0088,0.0299,0,0.2238,0,18.5973,1.7824,0.0458,0.0041,0.0287,0,0.0072,0.4354,0.0046,0.0135,0.8755,0,0.0701,0.005
SR_20201217_ex19_p1.cnx,0.0863,0,0.0493,0.0324,0.5047,66.4869,0.0107,0,24.6621,0,0.0552,15.2605,0.0225,0,1.782,0.0224,0.2047,0,0,0,0.5065,0,0.5452,0,0.0252,0,0.0147,0.1301,0.0062,0.0329,0.0494,0.0519,0.0067,3.7004,1.3211,0.5517,0.4029,0.0391,0,0.0142,0.2842,0.0072,0.3151,0.1515,0.0035,0,0.161
SR_20201217_ex20_p1.cnx,0.0803,0,0.0384,0.0348,0.4917,58.7911,0.0392,0,23.7259,0,0.0643,14.9923,0.0191,0,1.7274,0.024,0.2114,0.0065,0,0,0.9339,0,0.4796,0,0.0182,0,0.0111,0.1145,0.0069,0.0355,0.049,0.0479,0.0051,3.3679,1.3091,0.5545,0.3145,0.0354,0,0.0144,0.2801,0.0112,0.2995,0.1634,0.0047,0,0.1649
SR_20201217_ex21_p1.cnx,0.0813,0.0035,0.0315,0.0311,0.4784,60.8166,0.0777,0,24.2551,0,0.0655,15.1212,0.0206,0,1.6748,0.025,0.2091,0,0,0,0.9676,0,0.4579,0,0.033,0,0.0103,0.0999,0.0066,0.037,0.0434,0.0418,0.0061,3.5944,1.2531,0.4887,0.2711,0.0387,0,0.0114,0.2791,0.0182,0.2658,0.1536,0.0083,0,0.1723
SR_20201217_ex22_p1.cnx,0.0946,0,0.0603,0.0384,0.5736,64.2519,0.0252,0,24.8327,0,0.0312,12.0677,0.0267,0,1.7463,0.0301,0.2229,0,0,0,1.0422,0,0.544,0,0.0381,0,0.009,0.0766,0.0063,0.0495,0.0551,0.0746,0,2.9233,0.6543,0.4629,0.239,0.0368,0,0.0057,0.2767,0.0044,0.0641,0.139,0.0017,0,0.3742
SR_20201217_ex23_p1.cnx,0.0937,0.0074,0.0568,0.035,0.5511,52.6253,0.0296,0,21.4317,0,0.0297,12.017,0.0248,0,1.7009,0.0257,0.2212,0,0,0,0.8437,0,0.5239,0,0.0308,0,0.0086,0.0702,0.0048,0.0465,0.0498,0.0659,0,2.2606,0.5852,0.4466,0.135,0.0338,0,0.005,0.2683,0.004,0.0544,0.1731,0.0028,0,0.3596
SR_20201217_ex24_p1.cnx,0.0962,0,0.0514,0.0317,0.5449,55.3145,0.0232,0,22.4251,0,0.0289,12.0019,0.0211,0,1.6501,0.0224,0.2184,0,0,0,0.8739,0,0.5195,0,0.0301,0,0.0078,0.0656,0.0042,0.0425,0.0472,0.0596,0,2.4729,0.5849,0.4545,0.1103,0.038,0,0.0045,0.2616,0.0044,0.0525,0.1709,0.0017,0,0.3499
SR_20201217_ex25_p1.cnx,0.0739,0.014,0.0234,0.0242,0.4232,68.0858,0.1976,0,27.9545,0.0014,0.0728,18.3332,0.0088,0,1.6735,0.0117,0.1048,0.0195,0,0,0.7422,0,0.4818,0.1062,0.0305,0.0795,0.1096,0.1645,0.0318,0.0205,0.0485,0.0467,0.0387,4.2291,3.2075,0.5095,0.6501,0.0329,0.0263,0.0151,0.4052,0.0568,0.3763,0.143,0.0801,0,0.0994
SR_20201217_ex27_p1.cnx,0.1211,0,0.0181,0.0324,0.528,104.7416,0.3102,0,41.1117,0.0021,0.1094,29.4647,0.0142,0,2.5346,0.0369,0.154,0.0226,0,0,1.0497,0,0.538,0.1749,0.0683,0.0933,0.1588,0.3022,0.0495,0.0282,0.0628,0.0422,0.0443,6.2289,4.6736,0.7776,0.9924,0.049,0.0415,0.0185,0.6271,0.0703,0.4279,0.2558,0.1334,0,0.1408
SR_20201217_ex1026_p1.cnx,0.1211,0,0.0231,0.0308,0.5483,108.3673,0.353,0,43.1495,0.0021,0.0807,29.4364,0.017,0,2.492,0.0473,0.2243,0.0288,0,0,1.0958,0,0.5624,0.1863,0.0576,0.0892,0.1722,0.3391,0.0561,0.0345,0.0652,0.0351,0.0517,6.4212,4.3237,0.6508,1.1012,0.049,0,0.0151,0.6366,0.0746,0.4296,0.1881,0.1428,0,0.1799
SR_20210128_ex28_p1.cnx,0.4273,0.3588,0.0252,0,0.6036,25.5217,0.07,0.02,20.6499,0.0553,0.0345,14.6324,0.3657,0,0.0288,0.0418,0.2586,0,0.0042,0.0264,1.544,0.0112,1.4186,0.0555,0,0.0986,0.0047,1.4441,0.0084,0.0722,0,0,0,20.8148,3.4468,0,0.125,0.0067,0,0,0.5164,0.0051,0.0254,0.8364,0.0152,0,0
SR_20210128_ex30_p1.cnx,0.3839,0.3134,0.0213,0,0.5891,26.1298,0.0699,0.0197,19.372,0.0462,0.026,14.965,0.4188,0,0.0394,0,0.252,0,0.0047,0.0294,1.5773,0.0136,1.3344,0.0575,0,0.0884,0.0041,1.4263,0.0085,0.0691,0,0,0,20.8415,3.153,0,0.1139,0.007,0,0,0.428,0.0065,0.0184,0.8163,0.0139,0,0
SR_20210128_ex31_p1.cnx,0.4373,0.3534,0.0179,0,0.5735,27.6815,0.0689,0.0225,21.6301,0.0501,0.0268,16.1532,0.7177,0,0.0372,0.0463,0.2556,0,0,0.0289,1.5719,0.0112,1.3879,0.0415,0,0.0926,0.0034,1.4604,0.0061,0.0706,0,0,0,22.4808,4.3071,0,0.1279,0.0074,0,0,0.476,0.0058,0.0209,0.889,0.0111,0,0
SR_20210128_ex32_p1.cnx,0.4047,0.3286,0.017,0,0.5625,26.8463,0.0656,0.021,20.5724,0.0474,0.0327,16.0246,0.5844,0,0.0429,0.0456,0.2448,0,0,0.0272,1.5581,0.0106,1.386,0.0437,0,0.0928,0.0034,1.4159,0.0066,0.0686,0,0,0,21.1925,4.1566,0,0.1159,0.0066,0,0,0.4642,0.0059,0.0142,0.9522,0.0111,0,0
SR_20210128_ex33_p1.cnx,0.3594,0.2774,0.0175,0,0.5336,23.9104,0.0537,0.02,17.9595,0.0386,0.0269,15.0282,0.5117,0,0.0362,0.0445,0.2293,0,0.0025,0.0256,1.4153,0.0089,1.2535,0.026,0,0.0787,0.0027,1.2994,0.0055,0.0629,0,0,0,18.6224,4.0947,0,0.1007,0.0069,0,0,0.3962,0.0057,0.0152,0.9063,0.0081,0,0
SR_20210128_ex34_p1.cnx,0.2966,0.2379,0.0184,0,0.6083,33.6031,0.5947,0.0337,22.6315,0.0242,0.0312,22.0307,0.6338,0,0.1597,0.0376,0.2027,0.029,0.0021,0.0592,1.2777,0.1463,1.1432,0.0235,0,0.1811,0.1406,1.4485,0.0526,0.0398,0,0,0.0793,23.7354,6.625,0,1.982,0.0055,0.0474,0,1.2719,0.0946,0.0167,1.018,0.1488,0,0.0486
SR_20210128_ex35_p1.cnx,0.304,0.2506,0.0177,0,0.6377,34.2669,0.5956,0.0354,22.6694,0.0246,0.03,22.3928,0.7884,0,0.1434,0.0463,0.1925,0.0251,0.0035,0.057,1.3049,0.1433,1.126,0.0178,0,0.2039,0.1412,1.4772,0.0572,0.0317,0,0,0.0753,25.163,6.5933,0,1.9075,0.0061,0.0512,0,1.2546,0.0821,0.0258,1.0879,0.1434,0,0.0466
